,Unnamed: 0,user,timestamp,tweet_text,tweet_sentiment,link,included_symbols,bitcoin Returns,doge Returns,tesla Returns,google Returns,apple Returns,p_change
2115,2115,sundarpichai,1604401862,"Such an honor to host you at the Googleplex today, Taoiseach @campaignforleo! Unfortunately we don't have red carpe… https://t.co/HO7J6UBGiL",0.2714,twitter.com/sundarpichai/status/926315761337094144,2115.0,0,0,0,0,0,-1
2116,2116,sundarpichai,1604219566,"So sad to see the senseless loss of lives in NYC, thoughts and prayers with everyone affected there. Gratitude to N… https://t.co/2KWctTQVGf",-0.4576,twitter.com/sundarpichai/status/925551159195996160,,0,0,0,0,0,-1
2117,2117,sundarpichai,1603962383,Will drop everything else we are doing and address on Monday:) if folks can agree on the correct way to do this! https://t.co/dXRuZnX1Ag,0.1759,twitter.com/sundarpichai/status/924487551372615680,,0,0,0,0,0,-1
2118,2118,sundarpichai,1602657403,"RT @Google: Supporting those affected by California fires with a $1M @googleorg grant, SOS Alerts and efforts on the ground. https://t.co/e…",0.5859,twitter.com/sundarpichai/status/919014071386628096,2118.0,0,0,0,0,0,-1
2119,2119,sundarpichai,1602580973,"To me Pittsburgh is a special place - first city I saw in America when I came here years ago. In fact, It was the 1… https://t.co/D3gxg4FXVy",0.4019,twitter.com/sundarpichai/status/918693498001297408,,0,0,0,0,0,-1
2120,2120,sundarpichai,1602475914,RT @YouTube: 130M girls don't have access to education. YouTube's @SusanWojcicki + @thephysicsgirl want your help changing that → https://t…,0.4588,twitter.com/sundarpichai/status/918252848709763072,2120.0,0,0,0,0,0,-1
2121,2121,sundarpichai,1602465983,"Our hearts are with everyone who has been affected by the California wildfires, and we're grateful for the tireless… https://t.co/8Zwt9vVQZD",0.34,twitter.com/sundarpichai/status/918211197559812096,,0,0,0,0,0,-1
2122,2122,sundarpichai,1602368125,As a company we're committed to sustainability and reducing our environmental footprint. This is our 10th year of c… https://t.co/GsiNHnBYeH,0.2732,twitter.com/sundarpichai/status/917800749626564608,,0,0,0,0,0,-1
2123,2123,sundarpichai,1602126841,"@dannysullivan We're excited, look forward to working together!",0.4003,twitter.com/sundarpichai/status/916788733856247809,,0,0,0,0,0,-1
2124,2124,sundarpichai,1602058949,"RT @davidfolkenflik: Here's a simple and elegant advance obituary written by its subject, the CNN/Money editor @mxmooney, who has died. htt…",-0.128,twitter.com/sundarpichai/status/916503973791596544,,0,0,0,0,0,-1
2125,2125,sundarpichai,1602039068,@KatieS @Google @othman @eladgil :),0.4588,twitter.com/sundarpichai/status/916420586410188802,2125.0,0,0,0,0,0,-1
2126,2126,sundarpichai,1602038848,@othman @Color Thanks so much for the invite. So inspired by @Color's mission and the work you guys are doing. Keep building:),0.7902,twitter.com/sundarpichai/status/916419663206027264,,0,0,0,0,0,-1
2127,2127,sundarpichai,1601983977,"@DaveLeeBBC I remember Beckham's red card against Argentina in France 98, don't blame you",0.2584,twitter.com/sundarpichai/status/916189516678889472,,0,0,0,0,0,-1
2128,2128,sundarpichai,1601966317,Big congrats to Diane Greene on her Technical Leadership ABIE award at #GHC17! So proud to see her and @drfeifei sh… https://t.co/Pq4sALGTdU,0.8906,twitter.com/sundarpichai/status/916115445005959168,,0,0,0,0,0,-1
2129,2129,sundarpichai,1601869102,Taking my Pixel 2 for a spin on a beautiful SF day :) #nofilter #madebyGoogle https://t.co/SpDLHC6U5x,0.7845,twitter.com/sundarpichai/status/915707695277080576,2129.0,0,0,0,0,0,-1
2130,2130,sundarpichai,1601866682,@Bob_Holtzman Thank you for capturing the inspiring story,0.6486,twitter.com/sundarpichai/status/915697546613231616,,0,0,0,0,0,-1
2131,2131,sundarpichai,1601866492,RT @stshank: Watch Google Assistant on a Pixelbook successfully identify a great egret in my @Flickr photostream. #madebygoogle https://t.c…,0.8074,twitter.com/sundarpichai/status/915696749657726976,2131.0,0,0,0,0,0,-1
2132,2132,sundarpichai,1601866363,@getpeid 🙏,0.0,twitter.com/sundarpichai/status/915696207128780800,,0,0,0,0,0,-1
2133,2133,sundarpichai,1601857379,"RT @DeepMindAI: Last year WaveNet was a research project, today it launches in the @Google Assistant https://t.co/CuRBl92Hy2 https://t.co/X…",0.0,twitter.com/sundarpichai/status/915658527066144768,2133.0,0,0,0,0,0,-1
2134,2134,sundarpichai,1601852902,RT @mhelft: Live Blog: Pixel 2 and Pixel 2 XL available starting at $649 and $849 with preorders today -- camera looks amazing https://t.co…,0.5859,twitter.com/sundarpichai/status/915639748919664640,,0,0,0,0,0,-1
2135,2135,sundarpichai,1601852798,"RT @mat: We spent some time with Google’s new “Clips” camera, here’s what you need to know: https://t.co/7cUSs2ZtsS",0.0,twitter.com/sundarpichai/status/915639310736486400,2135.0,0,0,0,0,0,-1
2136,2136,sundarpichai,1601852733,Looking good @MKBHD https://t.co/MquCnxGSFp,0.4404,twitter.com/sundarpichai/status/915639040975659008,,0,0,0,0,0,-1
2137,2137,sundarpichai,1601852572,Thanks for the thoughtful conversation @backlon https://t.co/oyc4NGCpc9,0.6705,twitter.com/sundarpichai/status/915638365176733697,,0,0,0,0,0,-1
2138,2138,sundarpichai,1601850622,Best camera ever on a smartphone. Highest ever DXOMARK score of 98. Power of AI+Software+Hardware! https://t.co/EGYWB7zWAC,0.6696,twitter.com/sundarpichai/status/915630184543412225,,0,0,0,0,0,-1
2139,2139,sundarpichai,1601843445,"RT @WIRED: Today's the day. The #MadeByGoogle event promises some big announcements, and we're live blogging it all right here https://t.co…",0.3818,twitter.com/sundarpichai/status/915600083445456897,2139.0,0,0,0,0,0,-1
2140,2140,sundarpichai,1601843329,"RT @mhelft: Live Blog: Meet Google's New Phones, Smart Speakers And Chromebook https://t.co/ecrXG57Qmz",0.4019,twitter.com/sundarpichai/status/915599597371768833,2140.0,0,0,0,0,0,-1
2141,2141,sundarpichai,1601788082,RT @donal888: My New York Times obit on former Intel CEO Paul Otellini. https://t.co/kifiMFPfMP,0.0,twitter.com/sundarpichai/status/915367875384188928,,0,0,0,0,0,-1
2142,2142,sundarpichai,1601770754,"Saddened by the passing of Paul Otellini. He was an amazing leader and technologist, and we were so fortunate to ha… https://t.co/FYoZzUoac4",0.6299,twitter.com/sundarpichai/status/915295195213684736,,0,0,0,0,0,-1
2143,2143,sundarpichai,1601338511,"RT @Google: To inspire teens to code the future, @madewithcode is teaming up with @Snapchat for a first-of-its-kind project → https://t.co/…",0.5719,twitter.com/sundarpichai/status/913482237651255296,2143.0,0,0,0,0,0,-1
2144,2144,sundarpichai,1601265742,@lexnfx @Google Much better than 101:),0.4404,twitter.com/sundarpichai/status/913177020925755392,2144.0,0,0,0,0,0,-1
2145,2145,sundarpichai,1601264874,"Much has changed in 19 years, but one thing that hasn't is our deep focus on making information universally accessi… https://t.co/VljOiDnAev",0.0,twitter.com/sundarpichai/status/913173380194484224,,0,0,0,0,0,-1
2146,2146,sundarpichai,1601166469,Our hearts are with those affected by #HurricaneMaria. We’re committing $1M to support relief &amp; recovery efforts https://t.co/o54FvP6NBh,0.6705,twitter.com/sundarpichai/status/912760640330010624,,0,0,0,0,0,-1
2147,2147,sundarpichai,1600758102,"@Xavier_Bettel Great to have you at the Googleplex, Prime Minister Bettel!",0.6588,twitter.com/sundarpichai/status/911047824074170369,2147.0,0,0,0,0,0,-1
2148,2148,sundarpichai,1600632277,Our hearts are with the people of Mexico after the devastating earthquake. We're committing $1M to aid in recovery efforts #FuerzaMéxico,-0.6124,twitter.com/sundarpichai/status/910520077803384832,,0,0,0,0,0,-1
2149,2149,sundarpichai,1600507214,@GoogleIndia @RajanAnandan @TezbyGoogle @caesars @narendramodi @arunjaitley We hope that the launch of @TezByGoogle… https://t.co/7DlrThAVLM,0.4404,twitter.com/sundarpichai/status/909995524211666945,2149.0,0,0,0,0,0,-1
2150,2150,sundarpichai,1600047223,@CarylStern @UNICEF @Google We're happy to support the great work @UNICEF is doing to help those in need,0.9217,twitter.com/sundarpichai/status/908066183290667008,2150.0,0,0,0,0,0,-1
2151,2151,sundarpichai,1599960497,Millions of people have been impacted by #Irma. We're continuing our support &amp; matching donations up to $1M https://t.co/xR7HJSlZ2M,0.4019,twitter.com/sundarpichai/status/907702428195270657,,0,0,0,0,0,-1
2152,2152,sundarpichai,1599901291,RT @TechCrunch: Google says its Safe Browsing tool now protects over 3 billion devices https://t.co/jXgpCJJa0V,0.6369,twitter.com/sundarpichai/status/907454099347533824,2152.0,0,0,0,0,0,-1
2153,2153,sundarpichai,1599337711,"Dreamers are our neighbors, our friends and our co-workers. This is their home. Congress needs to act now to #DefendDACA. #WithDreamers",0.4767,twitter.com/sundarpichai/status/905090271494365186,,0,0,0,0,0,-1
2154,2154,sundarpichai,1599220657,@iamsrk @TedTalksIndia 🙏 Always fun talking to you @iamsrk - next time let's do it in person!:),0.5562,twitter.com/sundarpichai/status/904599312193040386,,0,0,0,0,0,-1
2155,2155,sundarpichai,1598868918,RT @chrislhayes: A human chain of rescue is honestly one of the most concrete and sublime examples of human solidarity I can imagine. https…,0.8176,twitter.com/sundarpichai/status/903124013429305344,,0,0,0,0,0,-1
2156,2156,sundarpichai,1598854824,Our thoughts are with the millions of people affected by severe flooding in South Asia. We’re committing $1M to help https://t.co/Z0mJ5aKtKy,-0.0516,twitter.com/sundarpichai/status/903064898212474881,,0,0,0,0,0,-1
2157,2157,sundarpichai,1598748249,Our thoughts are with the victims of #HurricaneHarvey - please help support the relief effort if you can https://t.co/jBvfpOtmAh,0.8176,twitter.com/sundarpichai/status/902617889261273088,,0,0,0,0,0,-1
2158,2158,sundarpichai,1598580469,RT @Google: Stay informed about #Harvey with SOS Alerts in Search and learn more about resources and support from Google → https://t.co/3Rk…,0.4019,twitter.com/sundarpichai/status/901914168248352768,2158.0,0,0,0,0,0,-1
2159,2159,sundarpichai,1598580236,So many uplifting stories at such a difficult time in Houston. Thoughts and prayers with everyone #Houston https://t.co/XovY884kDU,-0.3612,twitter.com/sundarpichai/status/901913193873674240,,0,0,0,0,0,-1
2160,2160,sundarpichai,1598404945,"RT @nealmohan: YouTube Go, our app built from the ground up for the next generation of YT users, is coming to #Indonesia #Google4ID! https:…",0.0,twitter.com/sundarpichai/status/901177970340970496,2160.0,0,0,0,0,0,-1
2161,2161,sundarpichai,1598154502,"@KDTrey5 @YouTube Good to have you, KD!",0.4926,twitter.com/sundarpichai/status/900127532858593281,2161.0,0,0,0,0,0,-1
2162,2162,sundarpichai,1598076576,Really cool to see! https://t.co/PrytrsuRxZ,0.4376,twitter.com/sundarpichai/status/899800690159042560,,0,0,0,0,0,-1
2163,2163,sundarpichai,1598054062,"RT @Android: Android meets @Oreo for the sweetest treat yet. #AndroidOreo is smarter, faster, &amp; more powerful. Open Wonder: https://t.co/QO…",0.8313,twitter.com/sundarpichai/status/899706258659262464,,0,0,0,0,0,-1
2164,2164,sundarpichai,1598049370,RT @SusanWojcicki: The #SolarEclipse2017 is happening now! Watch via @NASA's livestream on @YouTube here: https://t.co/yUNARnN5bx,0.0,twitter.com/sundarpichai/status/899686577361825792,2164.0,0,0,0,0,0,-1
2165,2165,sundarpichai,1598041899,"RT @googlemaps: #SolarEclipse2017 #OnGoogleMaps

Here's a List of a few places to catch the #SolarEclipse's Path of Totality: https://t.co/…",0.0,twitter.com/sundarpichai/status/899655244899954688,2165.0,0,0,0,0,0,-1
2166,2166,sundarpichai,1598039710,Jeffree trying on his #Eclipse2017 glasses. I think I might be a bit more excited than him :) https://t.co/FX5pRRNzNp,0.6901,twitter.com/sundarpichai/status/899646061349748736,,0,0,0,0,0,-1
2167,2167,sundarpichai,1597715230,Charlottesville and Barcelona show the devastating consequences of hatred and extremism. Our thoughts are with the… https://t.co/HECOML2Pkn,-0.8591,twitter.com/sundarpichai/status/898285094569353216,,0,0,0,0,0,-1
2168,2168,sundarpichai,1595973534,Great trip to Lagos. So invigorated by the energy &amp; optimism of everyone here. Thx to our NG team for the warm hosp… https://t.co/EbTRxn5hQU,0.9348,twitter.com/sundarpichai/status/890979890022850560,,0,0,0,0,0,-1
2169,2169,sundarpichai,1595945605,RT @googlestudents: Huge shoutout to all the #GoogleInterns today on #NationalInternDay! Thanks for all you do to keep Google Googley 🤗 htt…,0.6696,twitter.com/sundarpichai/status/890862749345083392,2169.0,0,0,0,0,0,-1
2170,2170,sundarpichai,1595884775,Thrilled that we're expanding our digital skills program to train 10M Africans over the next 5 years… https://t.co/Gqa0ejKnsT,0.4404,twitter.com/sundarpichai/status/890607610423947264,,0,0,0,0,0,-1
2171,2171,sundarpichai,1595857058,Hello from Lagos! #GoogleforNigeria https://t.co/m5OKp3QE40,0.0,twitter.com/sundarpichai/status/890491356392562688,2171.0,0,0,0,0,0,-1
2172,2172,sundarpichai,1595798929,I am grateful to the transgender members of the military for their service.  # LetThemServe.,0.4588,twitter.com/sundarpichai/status/890247543686397952,,0,0,0,0,0,-1
2173,2173,sundarpichai,1595790521,RT @Google: We're committing $50M in @Googleorg nonprofit grants to help people prepare for the changing nature of work → https://t.co/HJJm…,0.5994,twitter.com/sundarpichai/status/890212279467339781,2173.0,0,0,0,0,0,-1
2174,2174,sundarpichai,1595713737,"In times of crisis, access to timely, actionable info is crucial so we are launching SOS alerts in Search &amp; Maps https://t.co/NqsX9G0msz",-0.6249,twitter.com/sundarpichai/status/889890223391375364,,0,0,0,0,0,-1
2175,2175,sundarpichai,1595666903,"@davemorin Thanks Dave, appreciate it!",0.7088,twitter.com/sundarpichai/status/889693786464329729,,0,0,0,0,0,-1
2176,2176,sundarpichai,1595666812,@kevinrose Thanks a lot Kevin!,0.4926,twitter.com/sundarpichai/status/889693405839712261,,0,0,0,0,0,-1
2177,2177,sundarpichai,1595663786,@chamath 🙏🙏🙏,0.0,twitter.com/sundarpichai/status/889680715134115840,,0,0,0,0,0,-1
2178,2178,sundarpichai,1595663731,@btaylor Thanks Bret:),0.4404,twitter.com/sundarpichai/status/889680484543848448,,0,0,0,0,0,-1
2179,2179,sundarpichai,1595283807,Merci @thom_astro for helping us bring #StreetView to outer space! https://t.co/1RJGyI72AG,0.3595,twitter.com/sundarpichai/status/888086967828611072,,0,0,0,0,0,-1
2180,2180,sundarpichai,1595234731,"Your life story is already so inspirational, lets make it even more so. Wishing you the speediest recovery @SenJohnMcCain",0.7953,twitter.com/sundarpichai/status/887881129578987520,,0,0,0,0,0,-1
2181,2181,sundarpichai,1595187899,Leading indicator of change to come! https://t.co/aSwqiK743Z,0.0,twitter.com/sundarpichai/status/887684697978830849,,0,0,0,0,0,-1
2182,2182,sundarpichai,1595050116,👋 https://t.co/aH0vFGAVpq,0.0,twitter.com/sundarpichai/status/887106794958368768,,0,0,0,0,0,-1
2183,2183,sundarpichai,1595023837,20 million people are facing starvation in Africa &amp; Yemen. We're getting involved to help. Please join if you can https://t.co/AYRDhdSn1S,0.7351,twitter.com/sundarpichai/status/886996575884423168,,0,0,0,0,0,-1
2184,2184,sundarpichai,1594844543,RT @Reza_Zadeh: Rest In Peace Maryam. You were an inspiration to mathematicians the world over. https://t.co/oVsml0Jr4w,0.7845,twitter.com/sundarpichai/status/886244560766083073,,0,0,0,0,0,-1
2185,2185,sundarpichai,1594597748,"RT @dflieb: Brand new, much improved uploader for getting all your photos from your computers up to Google Photos https://t.co/Zz493ad6op",0.4767,twitter.com/sundarpichai/status/885209427321671680,2185.0,0,0,0,0,0,-1
2186,2186,sundarpichai,1594597736,RT @googleresearch: Build your own translation model from scratch in #TensorFlow with a new Neural Machine Translation tutorial @lmthang ht…,0.0,twitter.com/sundarpichai/status/885209375459074048,2186.0,0,0,0,0,0,-1
2187,2187,sundarpichai,1594590433,Important day - #NetNeutrality protections support a vibrant internet and create opportunities for everyone  https://t.co/QDwk7xhgkB,0.891,twitter.com/sundarpichai/status/885178745782272000,,0,0,0,0,0,-1
2188,2188,sundarpichai,1594528666,"RT @ericschmidt: This PAIR (People + AI Research) project is a smart idea, bringing more human-centric design to AI https://t.co/VzCDmZMs5H",0.4019,twitter.com/sundarpichai/status/884919676362342401,,0,0,0,0,0,-1
2189,2189,sundarpichai,1594528558,RT @demishassabis: Humbled and honoured by what Ke Jie had to say about his #AlphaGo experience in a recent interview: https://t.co/ohlCgAT…,0.4939,twitter.com/sundarpichai/status/884919224707067904,,0,0,0,0,0,-1
2190,2190,sundarpichai,1593071761,@narendramodi Looking forward to meeting w/ PM @narendramodi &amp; continuing our partnership to bring technology to everyone in India,0.0,twitter.com/sundarpichai/status/878808974879064064,,0,0,0,0,0,-1
2191,2191,sundarpichai,1592882661,"Great momentum @YouTube: 1.5B monthly viewers, new VR180 format and more! https://t.co/0sW8DP2Jqx",0.6588,twitter.com/sundarpichai/status/878015830205673472,2191.0,0,0,0,0,0,-1
2192,2192,sundarpichai,1592795049,Joined Googlers for our 10th #GoogleServe today &amp; had fun speed-mentoring local students from @svefoundation :)… https://t.co/aGzQVkz1JH,0.5106,twitter.com/sundarpichai/status/877648360500363265,2192.0,0,0,0,0,0,-1
2193,2193,sundarpichai,1592730259,RT @TechCrunch: Google's job search engine lets you search for jobs across all of the major online job boards https://t.co/2SpngQhkFY,0.0,twitter.com/sundarpichai/status/877376611070296064,2193.0,0,0,0,0,0,-1
2194,2194,sundarpichai,1592729756,@waltmossberg Thanks for the support Walt!,0.7088,twitter.com/sundarpichai/status/877374499930259456,,0,0,0,0,0,-1
2195,2195,sundarpichai,1592721029,"To support refugees like Maher &amp; so many others, we'll match up to $500K in donations to @theIRC #MoreThanARefugee… https://t.co/Ff1iet0g4V",0.6369,twitter.com/sundarpichai/status/877337898101518337,,0,0,0,0,0,-1
2196,2196,sundarpichai,1592638401,Proud to support the LGBTQ community and help to preserve these important stories https://t.co/yZaCvuoK41,0.8519,twitter.com/sundarpichai/status/876991330177634305,,0,0,0,0,0,-1
2197,2197,sundarpichai,1592304379,RT @TheNextWeb: This clever Gmail feature helped me reply to 5x more email every day https://t.co/dBGeprlpU0 https://t.co/qsyhGhnrm2,0.4588,twitter.com/sundarpichai/status/875590340417167361,,0,0,0,0,0,-1
2198,2198,sundarpichai,1592304362,We talked at #io17 about all the progress with computer vision and more progress on getting this to developers thro… https://t.co/1AAUlfIthr,0.765,twitter.com/sundarpichai/status/875590271118983168,,0,0,0,0,0,-1
2199,2199,sundarpichai,1592095341,Excited about use of machine learning to help enable more productive conversations online @NYTimes https://t.co/dxYZqlMaB1,0.6249,twitter.com/sundarpichai/status/874713571766042624,2199.0,0,0,0,0,0,-1
2200,2200,sundarpichai,1592095316,RT @DeepMindAI: New work on AI safety with @OpenAI describes an RL system that learns through human feedback https://t.co/bUa55t0RQU https:…,0.4215,twitter.com/sundarpichai/status/874713468498190336,,0,0,0,0,0,-1
2201,2201,sundarpichai,1592095316,RT @DeepMindAI: New work on AI safety with @OpenAI describes an RL system that learns through human feedback https://t.co/bUa55t0RQU https:…,0.4215,twitter.com/sundarpichai/status/874713468498190336,,0,0,0,0,0,-1
2202,2202,sundarpichai,1592086144,These are stories that need to be heard and remembered https://t.co/aTI8pIgWH2,0.0,twitter.com/sundarpichai/status/874674994764066816,,0,0,0,0,0,-1
2203,2203,sundarpichai,1592038654,Phew. Respect for the Cavs. Played their hearts out. #NBAFinals #DubNation,0.6705,twitter.com/sundarpichai/status/874475807812460544,,0,0,0,0,0,-1
2204,2204,sundarpichai,1591614629,"Tried it now:) and also ""do a barrel roll"" from reading the comments. Loved recursion the most:) https://t.co/HAcwkyHaVH",0.5994,twitter.com/sundarpichai/status/872697318201466880,,0,0,0,0,0,-1
2205,2205,sundarpichai,1591433280,Big welcome to the first class of #HowardWest students - can't wait to see what you will build! … https://t.co/kEZSUsVExM,0.5093,twitter.com/sundarpichai/status/871936684849377284,,0,0,0,0,0,-1
2206,2206,sundarpichai,1591227246,"Excited for #UCLfinal , rooting for @gianluigibuffon to win his first https://t.co/G1Q3G0TLsN",0.7351,twitter.com/sundarpichai/status/871072517607178240,,0,0,0,0,0,-1
2207,2207,sundarpichai,1591063725,"Disappointed with today’s decision. Google will keep working hard for a cleaner, more prosperous future for all.",0.1513,twitter.com/sundarpichai/status/870386661321986048,2207.0,0,0,0,0,0,-1
2208,2208,sundarpichai,1590634726,"Thank you @luisenrique21. Forever, one of ours, #ForeverLucho #FCBarcelona https://t.co/7pr4jGDKLY",0.3612,twitter.com/sundarpichai/status/868587306730565632,,0,0,0,0,0,-1
2209,2209,sundarpichai,1590529383,Met Ke Jie last year &amp; he definitely kicked my butt at Go!:) Really looking forward to watching his 3rd match w/… https://t.co/z4bfR7z6Cq,0.4574,twitter.com/sundarpichai/status/868145466311135232,,0,0,0,0,0,-1
2210,2210,sundarpichai,1590494452,RT @DeepMindAI: Great atmosphere at the Future of Go Summit today: Looks like #TeamGo are having some fun playing with #AlphaGo17 https://t…,0.8934,twitter.com/sundarpichai/status/867998958097801216,,0,0,0,0,0,-1
2211,2211,sundarpichai,1590443493,"Will miss the coverage Walt, thanks for the great reads over the years https://t.co/aKnl2p1HT3",0.7506,twitter.com/sundarpichai/status/867785220681908224,,0,0,0,0,0,-1
2212,2212,sundarpichai,1590177882,Excited to watch the 1st match between Ke Jie and #AlphaGo kick off tonight at 7:30pm PT! #AlphaGo17 https://t.co/mJkB5PWuBy,0.4003,twitter.com/sundarpichai/status/866671165405790211,,0,0,0,0,0,-1
2213,2213,sundarpichai,1590175291,RT @DeepMindAI: The Future of Go Summit begins tomorrow. Catch all #AlphaGo17 matches live from 23-27 May at https://t.co/ZLXFtGVj3E,0.0,twitter.com/sundarpichai/status/866660296936439809,,0,0,0,0,0,-1
2214,2214,sundarpichai,1589960050,Thanks to everyone for joining us in person and online for #io17! See you again next year:) https://t.co/gQDEM2HqtJ,0.4926,twitter.com/sundarpichai/status/865757512842137600,,0,0,0,0,0,-1
2215,2215,sundarpichai,1589955926,"RT @Google: From a mobile-first world to one that's AI-first, today at #io17 we explored what lies ahead for machine learning → https://t.c…",-0.4215,twitter.com/sundarpichai/status/865740213389189120,2215.0,0,0,0,0,0,-1
2216,2216,sundarpichai,1589861396,RT @ChromiumDev: The Modern Mobile Web is now Mainstream. Read all about it 👉 https://t.co/928jeWNUp8,0.0,twitter.com/sundarpichai/status/865343725978894336,,0,0,0,0,0,-1
2217,2217,sundarpichai,1589799806,RT @DaveLeeBBC: This is the kind of headline I have to write when there's no single big story. But it was an interesting day: https://t.co/…,0.4497,twitter.com/sundarpichai/status/865085400959680513,,0,0,0,0,0,-1
2218,2218,sundarpichai,1589770162,Great to meet Abu Qader today at #io17. I’m so inspired by his story of using @tensorflow to help others… https://t.co/L88klVsoX3,0.8983,twitter.com/sundarpichai/status/864961062424035328,,0,0,0,0,0,-1
2219,2219,sundarpichai,1589769456,@MKBHD 👍👍,0.0,twitter.com/sundarpichai/status/864958102344355840,,0,0,0,0,0,-1
2220,2220,sundarpichai,1589766716,RT @USATODAY: Google is the latest Silicon Valley company to announce an effort to boost American jobs. https://t.co/oZUvE6Zs0a #GoogleIO,0.4019,twitter.com/sundarpichai/status/864946609531920384,2220.0,0,0,0,0,0,-1
2221,2221,sundarpichai,1589766656,RT @WIRED: This new processor is a unique creation designed to both train and execute deep neural networks https://t.co/ypl3RlQF3U #GoogleIO,0.2732,twitter.com/sundarpichai/status/864946358498639872,2221.0,0,0,0,0,0,-1
2222,2222,sundarpichai,1589765691,"RT @lockheimer: Sweet news! Celebrating 2 billion monthly active devices worldwide, made possible by you. Thank you for joining the @androi…",0.9041,twitter.com/sundarpichai/status/864942312765276160,,0,0,0,0,0,-1
2223,2223,sundarpichai,1589752340,Almost showtime! See you soon #io17 https://t.co/xafQYubi85 https://t.co/ioGFpndbzX,0.0,twitter.com/sundarpichai/status/864886312909717504,,0,0,0,0,0,-1
2224,2224,sundarpichai,1589679880,Looks like our work here is done:) https://t.co/oWyMwhGHte,0.3612,twitter.com/sundarpichai/status/864582393985880064,,0,0,0,0,0,-1
2225,2225,sundarpichai,1589610306,Hope the blue skies stick around:) #firstlook #io17 https://t.co/sE3ap0R7Cx,0.4404,twitter.com/sundarpichai/status/864290577558388736,,0,0,0,0,0,-1
2226,2226,sundarpichai,1589520115,"Poignant read, thankful for what doctors do everyday https://t.co/tc81ZF3Bti",0.5719,twitter.com/sundarpichai/status/863912291464470528,,0,0,0,0,0,-1
2227,2227,sundarpichai,1588889325,Good case for continued investment in basic science and research https://t.co/0UebK6euY1,0.4404,twitter.com/sundarpichai/status/861266566326792193,,0,0,0,0,0,-1
2228,2228,sundarpichai,1588585361,"RT @RitaPanahi: 7-year-old Anu shows Birmingham school friends her new sports blade. Super cute. 
https://t.co/d0z2PeZqKu",0.875,twitter.com/sundarpichai/status/859991648599658496,,0,0,0,0,0,-1
2229,2229,sundarpichai,1619643265,"RT @btaylor: In the not-too-distant future, Chrome mark all HTTP pages as ""not secure."" Security progress! https://t.co/Sg6RUCkLRE https://…",-0.5661,twitter.com/sundarpichai/status/857986366814076929,,0,0,0,0,0,-1
2230,2230,sundarpichai,1619599833,Love that we are opening up Google Classroom for anyone to use it to create a class https://t.co/Sw3edDPs4Z,0.743,twitter.com/sundarpichai/status/857804201790976000,2230.0,0,0,0,0,0,-1
2231,2231,sundarpichai,1619471502,"Loved seeing Hamilton @Lin_Manuel, and proud to support #EduHam so more students can be inspired to rise up and not… https://t.co/gV9P2FfOQN",0.9169,twitter.com/sundarpichai/status/857265943314972672,,0,0,0,0,0,-1
2232,2232,sundarpichai,1619433999,"RT @Recode: Alphabet’s self-driving company is adding 500 more Chrysler minivans to its fleet:
https://t.co/74a1Tv1ZU0",0.0,twitter.com/sundarpichai/status/857108644361641984,2232.0,0,0,0,0,0,-1
2233,2233,sundarpichai,1619429136,We are rolling out Neural Machine Translation to 9 Indian languages. We now cover mother tongues for over half the… https://t.co/lw4Bx6lbKw,0.0,twitter.com/sundarpichai/status/857088244760145920,2233.0,0,0,0,0,0,-1
2234,2234,sundarpichai,1619426286,RT @MEIatUCSF: The latest story from @Google: how maps and machine learning are helping to eliminate malaria #WorldMalariaDay https://t.co/…,0.296,twitter.com/sundarpichai/status/857076291853471744,2234.0,0,0,0,0,0,-1
2235,2235,sundarpichai,1619330451,#CongratsPeggy on your achievement - you're an inspiration to all of us! https://t.co/K378BYFsIE,0.5707,twitter.com/sundarpichai/status/856674329668468736,,0,0,0,0,0,-1
2236,2236,sundarpichai,1619257547,RT @demishassabis: 4 more chances to see the #AlphaGo documentary this week at #Tribeca2017 - tickets here: https://t.co/HqoAEOBSil - go se…,0.2716,twitter.com/sundarpichai/status/856368550344130560,,0,0,0,0,0,-1
2237,2237,sundarpichai,1619231288,Messi scores in the 92nd min to clinch the win. What a game! There's nothing in the world quite like  #ElClasico,0.7836,twitter.com/sundarpichai/status/856258410098167810,,0,0,0,0,0,-1
2238,2238,sundarpichai,1619128072,Going out for a short hike this morning for #EarthDay! Hope you get a chance to go out and explore our amazing planet.,0.8398,twitter.com/sundarpichai/status/855825490480779265,,0,0,0,0,0,-1
2239,2239,sundarpichai,1618955333,RT @SusanWojcicki: When the miracle of life goes live...@AprilTheGiraffe &amp; newborn became 2nd most live-viewed @YouTube channel! Glad they'…,0.7959,twitter.com/sundarpichai/status/855100970513989632,2239.0,0,0,0,0,0,-1
2240,2240,sundarpichai,1618916415,Tough Barca loss today but to worldclass Juve defense. Support at Camp Nou was amazing to see. #ForcaBarca… https://t.co/NUQn8Dag54,0.8625,twitter.com/sundarpichai/status/854937737345900544,,0,0,0,0,0,-1
2241,2241,sundarpichai,1618779963,A lot of us are thinking of Bill Campbell today. I will always be grateful for our time together. Still missing you… https://t.co/jcPNrxFOQy,0.2023,twitter.com/sundarpichai/status/854365417858449412,,0,0,0,0,0,-1
