,user,timestamp,tweet_text,tweet_sentiment,link,included_symbols,bitcoin Returns,doge Returns,tesla Returns,google Returns,apple Returns
30,elonmusk,Tue Apr 27 23:01:26,"@leastImAlive @thesheetztweetz They have an important role to play in protecting the public from getting swindled,… https://t.co/DJ2SUlliJZ",0.4939,twitter.com/elonmusk/status/1387180114836967427,[],0,0,0,0,0
31,elonmusk,Tue Apr 27 22:45:43,"@thesheetztweetz FCC is fair &amp; sensible. NHTSA &amp; FAA too. 99.9% of the time, I agree with regulators! 

On rare occ… https://t.co/w8mxrjXh3p",0.6239,twitter.com/elonmusk/status/1387176157737541641,[],0,0,0,0,0
32,elonmusk,Tue Apr 27 22:32:29,"@garyblack00 Other companies spend money on advertising &amp; manipulating public opinion, Tesla focuses on the product. 

I trust the people.",0.2023,twitter.com/elonmusk/status/1387172830094233601,['tesla'],0,0,0,0,0
33,elonmusk,Tue Apr 27 21:34:19,@DocumentingBTC Yes,0.4019,twitter.com/elonmusk/status/1387158189985173505,['bitcoin'],0,0,0,0,0
34,elonmusk,Tue Apr 27 20:25:41,@PPathole Yup,0,twitter.com/elonmusk/status/1387140919145766912,[],0,0,0,0,0
35,elonmusk,Tue Apr 27 20:24:48,"@garyblack00 @CGrantWSJ @WSJ I find it more helpful to read/follow individual journalists, rather than publications… https://t.co/zDRXthEyDc",0.4754,twitter.com/elonmusk/status/1387140695387951105,[],0,0,0,0,0
36,elonmusk,Tue Apr 27 00:37:20,@kchangnyt https://t.co/eLvYOnn6zT,0,twitter.com/elonmusk/status/1386841861323698177,[],0,0,0,0,0
37,elonmusk,Tue Apr 27 00:15:00,"Starship SN15 static fire completed, preparing for flight later this week",-0.34,twitter.com/elonmusk/status/1386836238771105793,[],0,0,0,0,0
38,elonmusk,Tue Apr 27 00:13:39,@jeff_foust True 🤣🤣,0.4215,twitter.com/elonmusk/status/1386835900169129984,[],0,0,0,0,0
39,elonmusk,Mon Apr 26 23:31:48,@kchangnyt Can’t get it up (to orbit) lol,0.4215,twitter.com/elonmusk/status/1386825367948644352,[],0,0,0,0,0
40,elonmusk,Mon Apr 26 23:17:54,@heydave7 Seems quite likely at least based on revenue in 2022 &amp; possibly total units in 2023,0,twitter.com/elonmusk/status/1386821871199571968,[],0,0,0,0,0
41,elonmusk,Mon Apr 26 23:15:01,"@stoolpresidente No, you do not. I have not sold any of my Bitcoin. Tesla sold 10% of its holdings essentially to p… https://t.co/JMnjABou4g",-0.296,twitter.com/elonmusk/status/1386821144037236737,"['bitcoin', 'tesla']",0,0,0,0,0
42,elonmusk,Mon Apr 26 22:56:18,@jgrano305 @Orangetilt Yes,0.4019,twitter.com/elonmusk/status/1386816432655290381,[],0,0,0,0,0
43,elonmusk,Mon Apr 26 22:54:23,"@Orangetilt Yeah, roughly 200MW/km^2 using currently available solar panels. 

What’s really amazing is that you ca… https://t.co/Ulbz8UlY2Q",0.7425,twitter.com/elonmusk/status/1386815954181632000,[],0,0,0,0,0
44,elonmusk,Mon Apr 26 19:11:05,"@PPathole An advantage I did have is that my father is a talented electrical &amp; mechanical engineer, so I was taught… https://t.co/D0xuHB5O19",0.6486,twitter.com/elonmusk/status/1386759755088211974,[],0,0,0,0,0
45,elonmusk,Mon Apr 26 18:10:31,@PPathole True. The opposite in fact – I provide financial support to my parents.,0.6705,twitter.com/elonmusk/status/1386744515856322563,[],0,0,0,0,0
46,elonmusk,Mon Apr 26 18:06:44,RT @Space_Station: The @SpaceX Crew-1 astronauts will soon soar back to Earth and parachute to a splashdown off the coast of Florida. They…,0,twitter.com/elonmusk/status/1386743561585102853,[],0,0,0,0,0
47,elonmusk,Mon Apr 26 06:11:54,@BLKMDL3 @JohnnaCrider1 We just got approval to open a new Supercharger station in Malibu!,0.5255,twitter.com/elonmusk/status/1386563667706011653,[],0,0,0,0,0
48,elonmusk,Mon Apr 26 06:08:53,@JohnnaCrider1 https://t.co/xl441YNnOs,0,twitter.com/elonmusk/status/1386562909833109505,[],0,0,0,0,0
49,elonmusk,Sun Apr 25 19:41:31,@BadAstronomer So awesome!,0.6893,twitter.com/elonmusk/status/1386405029523845125,[],0,0,0,0,0
50,elonmusk,Sun Apr 25 03:20:46,Let’s find out just how live Saturday Night Live really is 😈,0,twitter.com/elonmusk/status/1386158212970340354,[],0,0,0,0,0
51,elonmusk,Sun Apr 25 03:09:25,Am hosting SNL on May 8,0,twitter.com/elonmusk/status/1386155357739921412,[],0,0,0,0,0
52,elonmusk,Sun Apr 25 02:40:29,@Tesmanian_com Yup,0,twitter.com/elonmusk/status/1386148075434123264,[],0,0,0,0,0
53,elonmusk,Sat Apr 24 09:24:24,RT @SpaceX: Docking confirmed – second time at the @space_station for this Dragon https://t.co/JLC9wOjRFT,0,twitter.com/elonmusk/status/1385887339742998528,[],0,0,0,0,0
54,elonmusk,Sat Apr 24 09:23:07,@KuroiKumanoashi Lies can be beautiful,0.2732,twitter.com/elonmusk/status/1385887015774867457,[],0,0,0,0,0
55,elonmusk,Sat Apr 24 09:03:34,https://t.co/l6Bc0wkWol,0,twitter.com/elonmusk/status/1385882094296092672,[],0,0,0,0,0
56,elonmusk,Sat Apr 24 08:55:19,define … beauty,0.5859,twitter.com/elonmusk/status/1385880018417557506,[],0,0,0,0,0
57,elonmusk,Sat Apr 24 08:54:25,What does the future hodl?,0,twitter.com/elonmusk/status/1385879790381641728,[],0,0,0,0,0
58,elonmusk,Sat Apr 24 08:53:28,"RT @RealLifeStarman: “We need to have a big permanently occupied base on the moon, and then build a city on Mars and become a spacefaring c…",0,twitter.com/elonmusk/status/1385879551008559109,[],0,0,0,0,0
59,elonmusk,Fri Apr 23 14:38:12,@OwenSparks_ @PPathole Absolutely!,0,twitter.com/elonmusk/status/1385603921121533954,[],0,0,0,0,0
60,elonmusk,Fri Apr 23 14:23:41,@PPathole This is the essence of my philosophy,0,twitter.com/elonmusk/status/1385600268620939265,[],0,0,0,0,0
61,elonmusk,Fri Apr 23 14:18:06,@SciGuySpace This is important,0.2023,twitter.com/elonmusk/status/1385598863399129090,[],0,0,0,0,0
62,elonmusk,Fri Apr 23 14:06:58,@lexfridman Yup,0,twitter.com/elonmusk/status/1385596061922779140,[],0,0,0,0,0
63,elonmusk,Fri Apr 23 11:28:20,RT @SpaceX: Dragon has separated from Falcon 9’s second stage and is on its way to the @space_station! Autonomous docking tomorrow at ~5:10…,0,twitter.com/elonmusk/status/1385556138561875970,[],0,0,0,0,0
64,elonmusk,Fri Apr 23 09:47:18,2 mins to launch https://t.co/q9nXKRrXpw,0,twitter.com/elonmusk/status/1385530714662133763,[],0,0,0,0,0
65,elonmusk,Fri Apr 23 08:13:41,Astronauts preparing to launch to @Space_Station https://t.co/WBkaDZexEc,0,twitter.com/elonmusk/status/1385507154531074048,[],0,0,0,0,0
66,elonmusk,Thu Apr 22 22:50:22,@JiriThunderDome Yeah,0.296,twitter.com/elonmusk/status/1385365390465937413,[],0,0,0,0,0
67,elonmusk,Thu Apr 22 22:25:32,@ICannot_Enough Haha true,0.7003,twitter.com/elonmusk/status/1385359141053546496,[],0,0,0,0,0
68,elonmusk,Thu Apr 22 21:14:22,RT @xprize: Elon Musk and Peter Diamandis LIVE on $100M XPRIZE Carbon Removal https://t.co/M2ruxS0Zxt,0,twitter.com/elonmusk/status/1385341229706190854,[],0,0,0,0,0
69,elonmusk,Thu Apr 22 20:57:44,🌍🌎🌏 Happy Earth Day 🌍🌎🌏,0.5719,twitter.com/elonmusk/status/1385337043618836480,[],0,0,0,0,0
70,elonmusk,Thu Apr 22 20:52:30,@hnshah Haha,0.4588,twitter.com/elonmusk/status/1385335728801001472,[],0,0,0,0,0
71,elonmusk,Thu Apr 22 20:50:53,@jhall 🤣🤣,0,twitter.com/elonmusk/status/1385335321370431488,[],0,0,0,0,0
72,elonmusk,Thu Apr 22 20:21:12,RT @SpaceX: All systems and weather are looking good for Falcon 9’s launch of Dragon with four astronauts on board. Webcast will go live to…,0.4404,twitter.com/elonmusk/status/1385327849297612802,[],0,0,0,0,0
73,elonmusk,Thu Apr 22 20:20:50,"@AstroJordy I’m staying at a friend’s place in Florida that is 85% powered by Tesla Solar Roof + Powerwall. 

When… https://t.co/5qtJec95aY",0,twitter.com/elonmusk/status/1385327759665270788,['tesla'],0,0,0,0,0
74,elonmusk,Thu Apr 22 12:31:35,@28delayslater Does seem a little weird,-0.1045,twitter.com/elonmusk/status/1385209666909659140,[],0,0,0,0,0
75,elonmusk,Thu Apr 22 06:05:53,@OwenSparks_ @AstroJordy @neuralink 🤣,0,twitter.com/elonmusk/status/1385112605014908933,[],0,0,0,0,0
76,elonmusk,Thu Apr 22 06:02:03,"@JohnnaCrider1 @WholeMarsBlog If Tesla owners are “conspiracy theorists”, then it would be fair to call them “adver… https://t.co/GadN1Gg1un",0.3182,twitter.com/elonmusk/status/1385111636810240002,['tesla'],0,0,0,0,0
77,elonmusk,Thu Apr 22 05:49:17,Tesla Solar + Powerwall battery enables consumers to be their own utility,0,twitter.com/elonmusk/status/1385108424761872387,['tesla'],0,0,0,0,0
78,elonmusk,Thu Apr 22 05:47:06,@jack True,0.4215,twitter.com/elonmusk/status/1385107878055317509,[],0,0,0,0,0
79,elonmusk,Thu Apr 22 05:39:40,"@ValaAfshar Very important. Most people don’t know this. Wind is also super cheap, especially when paired with batteries.",0.7178,twitter.com/elonmusk/status/1385106006141587459,[],0,0,0,0,0
80,elonmusk,Thu Apr 22 05:38:03,@annerajb Newest units can probably do as much as 10kW continuous &amp; double that in peak power at 30C ambient temp.… https://t.co/2iI89NVjiB,0,twitter.com/elonmusk/status/1385105599608672257,[],0,0,0,0,0
81,elonmusk,Thu Apr 22 05:14:54,"Powerwall 2 peak &amp; steady power capability is better than advertised. 

Now that we have lots of operational data,… https://t.co/qbdztDgIAf",0.4404,twitter.com/elonmusk/status/1385099771220688906,[],0,0,0,0,0
82,elonmusk,Thu Apr 22 01:51:09,Solar power will feed exclusively to Powerwall. Powerwall will interface only between utility meter &amp; house main br… https://t.co/0A7Ygu0dV9,0,twitter.com/elonmusk/status/1385048499415183360,[],0,0,0,0,0
83,elonmusk,Thu Apr 22 01:27:43,"Starting next week, Tesla Solar Panels &amp; Solar Roof will only be sold as an integrated product *with* Tesla Powerwall battery",0,twitter.com/elonmusk/status/1385042598692147204,['tesla'],0,0,0,0,0
84,elonmusk,Wed Apr 21 23:23:05,"@wintonARK Did you buy a Powerwall? Utility permission is required for flowing electricity back to grid, but usuall… https://t.co/c9c9v5gY0H",0,twitter.com/elonmusk/status/1385011236270526464,[],0,0,0,0,0
85,elonmusk,Wed Apr 21 15:30:27,@TeslaNY Sandy Munro knows what he’s talking about,0,twitter.com/elonmusk/status/1384892295137333252,['tesla'],0,0,0,0,0
86,elonmusk,Wed Apr 21 15:24:07,"RT @Commercial_Crew: Launch Update 🚀 @NASA and @SpaceX now are targeting Friday, April 23 at 5:49 a.m. ET for the launch of the Crew-2 miss…",0,twitter.com/elonmusk/status/1384890700085481473,[],0,0,0,0,0
87,elonmusk,Wed Apr 21 04:00:41,@teslaownersSV cgi irl!,0,twitter.com/elonmusk/status/1384718706014441475,['tesla'],0,0,0,0,0
88,elonmusk,Wed Apr 21 03:51:12,"@PPathole @Tesla @SpaceX I could get a job, just not at an Internet company (weren’t many back then)",0,twitter.com/elonmusk/status/1384716322756386819,['tesla'],0,0,0,0,0
89,elonmusk,Tue Apr 20 19:32:21,@Liv_Boeree @TheBabylonBee Haha true,0.7003,twitter.com/elonmusk/status/1384590783504818178,[],0,0,0,0,0
90,elonmusk,Tue Apr 20 19:28:16,@JohnnaCrider1 !!,0,twitter.com/elonmusk/status/1384589753236922374,[],0,0,0,0,0
91,elonmusk,Tue Apr 20 19:27:43,@kimpaquette New FSD rendering approach coming that better represents NN probability vector space,0.4404,twitter.com/elonmusk/status/1384589614447423493,[],0,0,0,0,0
92,elonmusk,Tue Apr 20 18:49:56,@kimpaquette NHTSA is great,0.6249,twitter.com/elonmusk/status/1384580105649885188,[],0,0,0,0,0
93,elonmusk,Tue Apr 20 18:47:01,@RenataKonkoly @GerberKawasaki Hell of a coincidence haha,-0.3818,twitter.com/elonmusk/status/1384579374607831042,[],0,0,0,0,0
94,elonmusk,Tue Apr 20 18:37:14,@GerberKawasaki 🤣,0,twitter.com/elonmusk/status/1384576909724459009,[],0,0,0,0,0
95,elonmusk,Tue Apr 20 16:51:05,RT @SpaceX: Falcon 9 and Dragon are looking good for flight of Crew-2 astronauts; teams are keeping an eye on launch site and downrange wea…,0.4404,twitter.com/elonmusk/status/1384550197410164738,[],0,0,0,0,0
96,elonmusk,Tue Apr 20 03:20:24,@WholeMarsBlog Exactly,0,twitter.com/elonmusk/status/1384346182399401991,[],0,0,0,0,0
97,elonmusk,Tue Apr 20 03:19:31,@NASA Awesome!,0.6588,twitter.com/elonmusk/status/1384345960495468548,[],0,0,0,0,0
98,elonmusk,Mon Apr 19 21:14:52,"@Amart15416132 @WSJ Your research as a private individual is better than professionals @WSJ! 

Data logs recovered… https://t.co/AtLNPtLDLn",0.4926,twitter.com/elonmusk/status/1384254194975010826,[],0,0,0,0,0
99,elonmusk,Mon Apr 19 02:10:00,@teslaownersSV @SpaceX @NASA @considercosmos Support for humanity’s future in space is super appreciated. Let’s mak… https://t.co/7RzwJJOY9C,0.872,twitter.com/elonmusk/status/1383966077344894979,['tesla'],0,0,0,0,0
100,elonmusk,Sun Apr 18 21:00:43,@flcnhvy 🤣🤣,0,twitter.com/elonmusk/status/1383888245902118918,[],0,0,0,0,0
101,elonmusk,Sun Apr 18 20:41:18,RT @SpaceX: SpaceX and @NASA completed a full rehearsal of launch day activities with the four Crew-2 astronauts https://t.co/u0hDCTx3Zp,0,twitter.com/elonmusk/status/1383883358057373698,[],0,0,0,0,0
102,elonmusk,Sat Apr 17 22:45:36,@WholeMarsBlog Passive Autopilot (sometimes called active safety) comes standard on all Teslas,0.5423,twitter.com/elonmusk/status/1383552252871200770,['tesla'],0,0,0,0,0
103,elonmusk,Sat Apr 17 22:39:39,"@WholeMarsBlog Essentially, passive Autopilot (car intervenes only when crash probability is high) cuts crashes in… https://t.co/PYq10ndNat",-0.4767,twitter.com/elonmusk/status/1383550753956982787,[],0,0,0,0,0
104,elonmusk,Sat Apr 17 22:32:03,Tesla with Autopilot engaged now approaching 10 times lower chance of accident than average vehicle https://t.co/6lGy52wVhC,-0.1531,twitter.com/elonmusk/status/1383548841438236674,['tesla'],0,0,0,0,0
105,elonmusk,Sat Apr 17 05:46:56,Dragon spacecraft &amp; Falcon 9 rocket https://t.co/A6fsNlsN9z,0,twitter.com/elonmusk/status/1383295895043600384,[],0,0,0,0,0
106,elonmusk,Sat Apr 17 04:51:09,@WhatsupFranks Great progress by Tesla team,0.7845,twitter.com/elonmusk/status/1383281856984936450,['tesla'],0,0,0,0,0
107,elonmusk,Sat Apr 17 04:46:34,"If we make life multiplanetary, there may come a day when some plants &amp; animals die out on Earth, but are still alive on Mars",0.2382,twitter.com/elonmusk/status/1383280704042127363,[],0,0,0,0,0
108,elonmusk,Sat Apr 17 04:16:45,"@neuralink @shivon Great review! Neuralink is open to working with neuroscientists to advance the field. 

Short-te… https://t.co/OH1mkMhnCO",0.6588,twitter.com/elonmusk/status/1383273199211667457,[],0,0,0,0,0
109,elonmusk,Sat Apr 17 01:37:48,Everything to the moon!,0,twitter.com/elonmusk/status/1383233200885882885,[],0,0,0,0,0
110,elonmusk,Fri Apr 16 22:16:48,We are honored to be part of the @NASAArtemis team,0.5859,twitter.com/elonmusk/status/1383182615411232770,[],0,0,0,0,0
111,elonmusk,Fri Apr 16 21:55:05,🚀🖤💫 NASA Rules!! 💫🖤🚀 https://t.co/hmeGx2peZ6,0,twitter.com/elonmusk/status/1383177151541743621,[],0,0,0,0,0
112,elonmusk,Fri Apr 16 17:01:25,👀,0,twitter.com/elonmusk/status/1383103246470811652,[],0,0,0,0,0
113,elonmusk,Fri Apr 16 08:25:23,RT @Tesla: Cybertruck at Giga Texas https://t.co/c1RuektPnN,0,twitter.com/elonmusk/status/1382973382375874561,['tesla'],0,0,0,0,0
114,elonmusk,Fri Apr 16 02:13:57,🎸🎸 Austin Rocks!! 🎸 🎸,0,twitter.com/elonmusk/status/1382879908645392384,[],0,0,0,0,0
115,elonmusk,Fri Apr 16 02:00:14,@Model3Owners Same with Berlin,0,twitter.com/elonmusk/status/1382876456401833989,[],0,0,0,0,0
116,elonmusk,Fri Apr 16 01:59:34,"@Model3Owners Limited production of Model Y this year, high volume next year",-0.2263,twitter.com/elonmusk/status/1382876290663927808,[],0,0,0,0,0
117,elonmusk,Fri Apr 16 01:52:42,"@Model3Owners I was just there, driving Cybertruck around the site where it will be built!",0,twitter.com/elonmusk/status/1382874560433778695,[],0,0,0,0,0
118,elonmusk,Fri Apr 16 00:50:37,Make life multiplanetary! #Mars,0,twitter.com/elonmusk/status/1382858937792307202,[],0,0,0,0,0
119,elonmusk,Thu Apr 15 23:44:25,"@Erdayastronaut @thesheetztweetz Yeah, should be fully mobile later this year, so you can move it anywhere or use i… https://t.co/kCmxyQhaAN",0.296,twitter.com/elonmusk/status/1382842277719003136,[],0,0,0,0,0
120,elonmusk,Thu Apr 15 23:33:34,"@thesheetztweetz This is accurate. Service uptime, bandwidth &amp; latency are improving rapidly. Probably out of beta this summer.",0.4215,twitter.com/elonmusk/status/1382839546484641794,[],0,0,0,0,0
121,elonmusk,Thu Apr 15 21:10:47,@sadiaslayy @DogecoinBets 😮,0,twitter.com/elonmusk/status/1382803612829581317,['doge'],0,0,0,0,0
122,elonmusk,Thu Apr 15 15:54:44,@lexfridman One of many reasons that we need to make life multiplanetary!,0,twitter.com/elonmusk/status/1382724076330917893,[],0,0,0,0,0
123,elonmusk,Thu Apr 15 06:30:53,@austinbarnard45 Aiming to launch next week,0,twitter.com/elonmusk/status/1382582177943015431,[],0,0,0,0,0
124,elonmusk,Thu Apr 15 04:38:46,@billhuang688 @RationalEtienne @F9Block5 Certainly one of the largest. A company whose name rhymes with Shmoogle is… https://t.co/CUQXAF9PYU,0.34,twitter.com/elonmusk/status/1382553963166326785,[],0,0,0,0,0
125,elonmusk,Thu Apr 15 04:33:18,Doge Barking at the Moon https://t.co/QFB81D7zOL,0,twitter.com/elonmusk/status/1382552587099062272,['doge'],0,0,0,0,0
126,elonmusk,Thu Apr 15 04:28:47,@WSBChairman Doge Barking at the Moon – Miro https://t.co/1vTM2XOusy,0,twitter.com/elonmusk/status/1382551451185131522,['doge'],0,0,0,0,0
127,elonmusk,Thu Apr 15 04:19:57,"@RationalEtienne @F9Block5 While perhaps obvious in hindsight, it turns out that the only way to solve self-driving… https://t.co/iTREuurL8p",0.2023,twitter.com/elonmusk/status/1382549229726498821,[],0,0,0,0,0
128,elonmusk,Thu Apr 15 03:47:00,Le Petit Prince,0,twitter.com/elonmusk/status/1382540937700671488,[],0,0,0,0,0
129,elonmusk,Thu Apr 15 03:42:35,"☾

           🔭𖨆♡",0,twitter.com/elonmusk/status/1382539825421582339,[],0,0,0,0,0
130,elonmusk,Wed Apr 14 23:48:26,@SpaceXMR Soon it will be real,0,twitter.com/elonmusk/status/1382480900257058818,[],0,0,0,0,0
131,elonmusk,Wed Apr 14 23:30:25,"@janixos @ErcXspace @SpaceX Actually, yes. And Red Rocket truck stop.",0.128,twitter.com/elonmusk/status/1382476365727887361,[],0,0,0,0,0
132,elonmusk,Wed Apr 14 23:21:29,@andyweedman @karpathy @DirtyTesla Stop … In the Name of Love! https://t.co/kBsTi5jz16,0.5093,twitter.com/elonmusk/status/1382474118050639879,['tesla'],0,0,0,0,0
133,elonmusk,Wed Apr 14 22:54:55,@AustinTeslaClub @TslaCC @teslaquadcities @teslaownersvn @SjvTesla @TeslaOwnersEBay @CodingMark @billhuang688 @gailalfa1 @Tesla 🥰,0,twitter.com/elonmusk/status/1382467430614667265,['tesla'],0,0,0,0,0
134,elonmusk,Wed Apr 14 22:35:20,@Teslarati I found some footage of the drive https://t.co/TXeLQO9Spr,0,twitter.com/elonmusk/status/1382462502831738887,['tesla'],0,0,0,0,0
135,elonmusk,Wed Apr 14 22:32:57,@AstroJordy @dogeofficialceo @F9Block5 Insanely cute!,0.5093,twitter.com/elonmusk/status/1382461904128339968,['doge'],0,0,0,0,0
136,elonmusk,Wed Apr 14 22:27:30,"@WholeMarsBlog Button timing of May is aspirational. Depends on how well limited beta of V9.0 goes, but I would be… https://t.co/M1DxOactEI",0.0258,twitter.com/elonmusk/status/1382460531550785541,['apple'],0,0,0,0,0
137,elonmusk,Wed Apr 14 22:22:29,@cliffski @F9Block5 Hopefully addressed this summer,0.4019,twitter.com/elonmusk/status/1382459271774834690,[],0,0,0,0,0
138,elonmusk,Wed Apr 14 22:19:48,@dogeofficialceo @F9Block5 🤣🤣,0,twitter.com/elonmusk/status/1382458594352713728,['doge'],0,0,0,0,0
139,elonmusk,Wed Apr 14 22:19:17,@BLKMDL3 @F9Block5 Same timing,0,twitter.com/elonmusk/status/1382458463624724480,[],0,0,0,0,0
140,elonmusk,Wed Apr 14 22:17:32,"@F9Block5 Major improvements are being made to the vision stack every week. Beta button hopefully next month.

This… https://t.co/wRBxe5XiNr",0.7184,twitter.com/elonmusk/status/1382458022367162370,[],0,0,0,0,0
141,elonmusk,Wed Apr 14 22:02:31,@jrosinski97 Will investigate,0,twitter.com/elonmusk/status/1382454243810963460,[],0,0,0,0,0
142,elonmusk,Wed Apr 14 22:00:26,@melaniemadri Probably late July,0,twitter.com/elonmusk/status/1382453719585808384,[],0,0,0,0,0
143,elonmusk,Wed Apr 14 21:57:08,Tesla AI/Autopilot engineering is awesome! Making excellent progress solving real-world AI.,0.923,twitter.com/elonmusk/status/1382452890468421632,['tesla'],0,0,0,0,0
